source,content,tag
171,bezi,0
171,hijyenik,0
171,pe,0
171,##d,0
171,ve,0
171,kuru,0
171,gıda,0
171,e,0
171,##arth,0
171,##qu,0
171,##ake,0
171,yardım,0
171,af,3
171,##ad,2
171,##hat,2
171,##ay,2
171,deprem,0
171,enkaz,0
171,##altında,0
171,##yım,0
171,elbis,3
171,##tan,4
171,[SEP],0
172,[CLS],0
172,allah,0
172,için,0
172,uğraş,0
172,##maya,0
172,çalışın,0
172,yayın,0
172,tweet,0
172,##i,0
172,ne,0
172,olur,0
172,ar,3
172,##suz,4
172,çetin,4
172,##lik,4
172,mahallesi,4
172,göz,4
172,##cül,4
172,##er,4
172,toplu,4
172,konut,4
172,sitesi,4
172,a,4
172,##4,4
172,blok,4
172,bana,0
172,##nem,0
172,##ler,0
172,enkaz,0
172,##ın,0
172,altında,0
172,kaldılar,0
172,haber,0
172,ala,0
172,##mıyoruz,0
172,en,0
172,son,0
172,aldığımız,0
172,haber,0
172,hala,0
172,ekip,0
172,yok,0
172,hata,1
172,##yy,0
172,##ardı,0
172,##m,0
172,##bek,0
172,##liyor,0
172,hata,1
172,##y,2
172,deprem,0
172,turk,0
172,##ey,4
172,hata,1
172,##y,2
172,##de,0
172,##pr,0
172,##emi,0
172,hata,1
172,##ya,2
172,##fa,1
172,##d,2
172,[SEP],0
173,[CLS],6
173,hata,1
173,##y,2
173,ak,3
173,##evler,4
173,##mahalle,4
173,##si,4
173,mes,5
173,##ru,6
173,##r,6
173,öl,6
173,##mez,6
173,edi,5
173,##be,6
173,öl,6
173,##mez,6
173,mehmet,5
173,bur,6
173,##han,6
173,öl,6
173,##mez,6
173,fah,5
173,##riye,6
173,duygu,6
173,öl,6
173,##mez,6
173,turk,3
173,##ey,4
173,deprem,0
173,seferber,0
173,##lik,0
173,enkaz,0
173,##altında,0
173,##yım,0
173,hata,1
173,##y,2
173,##de,0
173,##pr,0
173,##emi,0
173,meşru,0
173,##rol,0
173,##mez,0
173,af,0
173,##ad,0
173,[SEP],0
174,[CLS],1
174,haber,0
174,alına,0
174,##mıyor,0
174,ramazan,3
174,sine,4
174,##r,4
174,cumhuriyet,4
174,mahallesi,4
174,hacı,4
174,fe,4
174,##h,4
174,##mi,4
174,efendi,4
174,cadde,4
174,##si,4
174,no,4
174,40,4
174,##4,4
174,05,0
174,##42,4
174,##25,4
174,##26,4
174,##40,4
174,##4,0
174,adı,1
174,##yaman,2
174,af,3
174,##ada,2
174,##dı,2
174,##yaman,2
174,af,1
174,##ad,0
174,turk,0
174,##ey,4
174,deprem,0
174,adı,1
174,##yaman,2
174,cumhuriyet,3
174,##mahalle,4
174,##si,4
174,af,1
174,##ad,2
174,##başkan,2
174,##lık,0
174,deprem,0
174,##da,4
174,##ire,4
174,##si,4
174,[SEP],0
175,[CLS],0
175,arzu,5
175,sak,6
175,##ar,6
175,##ca,6
175,##oğlu,6
175,ve,0
175,ailesi,0
175,enkaz,0
175,altında,0
175,17,0
175,saati,0
175,gecik,0
175,süredir,0
175,ceb,3
175,##rail,4
175,mahallesi,4
175,bahçe,4
175,##li,4
175,sokak,4
175,mel,4
175,##tem,4
175,apartman,4
175,##ı,4
175,nu,4
175,##28,4
175,##4,4
175,ant,4
175,##ak,4
175,##ya,4
175,hata,1
175,##y,2
175,deprem,0
175,turk,0
175,##ey,0
175,enkaz,0
175,##altında,0
175,##yım,0
175,hata,1
175,##y,2
175,##de,0
175,##pr,0
175,##em,0
175,o,0
175,##hal,0
175,seferber,0
175,##lik,0
175,elbis,3
175,##tan,4
175,hata,1
175,##yy,2
175,##ardı,0
175,##m,0
175,##bek,0
175,##liyor,0
175,af,0
175,##ad,0
175,pr,0
175,##ay,0
175,##for,0
175,##tur,0
175,##key,0
175,[SEP],0
176,[CLS],1
176,lütfen,0
176,yaya,0
176,##lım,0
176,acil,0
176,enkaz,0
176,hata,1
176,##ya,2
176,##fa,2
176,##d,2
176,hata,1
176,##y,2
176,##de,3
176,##pr,4
176,##emi,4
176,e,4
176,##arth,4
176,##qu,4
176,##ake,4
176,enkaz,0
176,enkaz,0
176,##altında,0
176,##yım,0
176,cerrah,3
176,##pas,4
176,##ai,4
176,##i,4
176,ac,0
176,##ers,0
176,##ever,4
176,##r,4
176,[SEP],0
177,[CLS],0
177,çok,0
177,acil,0
177,35,0
177,##i,0
177,kı,0
177,##brıs,0
177,##lı,0
177,türk,0
177,185,0
177,kişinin,0
177,bulunduğu,0
177,adı,1
177,##yaman,2
177,gran,3
177,##dış,4
177,##sı,4
177,##as,4
177,otel,4
177,enkaz,0
177,altında,0
177,büyük,0
177,iş,0
177,araçları,0
177,ve,0
177,vinç,0
177,ihtiyacı,0
177,var,0
177,lütfen,0
177,yaya,0
177,##lım,0
177,acil,0
177,af,0
177,##ad,0
177,turk,0
177,##ey,0
177,adı,1
177,##yaman,2
177,yardım,0
177,af,0
177,##ada,0
177,##dı,1
177,##yaman,2
177,deprem,3
177,##da,4
177,##ire,4
177,##si,4
177,[SEP],0
178,[CLS],1
178,cema,5
178,##l,6
178,ak,6
178,##balık,6
178,ve,0
178,çınar,5
178,yasa,6
178,ak,6
178,##balık,6
178,hata,1
178,##y,2
178,ant,3
178,##ak,4
178,##ya,4
178,da,4
178,oda,3
178,##başı,4
178,mahallesi,4
178,def,4
178,##ne,4
178,1,4
178,sokak,4
178,akadem,4
178,##i,4
178,sitesi,4
178,no,4
178,a,4
178,##9,4
178,##1,4
178,ulaşabilir,0
178,misiniz,0
178,lütfen,0
178,enkaz,0
178,altında,0
178,##lar,0
178,turk,0
178,##ey,0
178,enkaz,0
178,##altında,0
178,##yım,0
178,yardım,0
178,hata,1
178,##y,2
178,hata,1
178,##yan,2
178,##tak,3
178,##ya,2
178,hata,1
178,##ya,2
178,##fa,0
178,##d,2
178,hata,1
178,##y,2
178,##bs,0
178,##b,0
178,af,1
178,##ad,2
178,##hat,2
178,##ay,2
178,af,1
178,##ad,0
178,##başkan,0
178,##lık,2
178,hata,1
178,##yy,2
178,##ardı,3
178,##m,4
178,##bek,4
178,##li,4
178,[SEP],0
179,[CLS],0
179,hata,1
179,##y,2
179,##da,2
179,öğretmen,0
179,arkadaşımız,0
179,to,5
179,##l,0
179,##ga,0
179,##esi,0
179,ve,0
179,bebeğin,0
179,##den,0
179,haber,0
179,ala,0
179,##mıyoruz,0
179,turk,3
179,##ey,4
179,hata,1
179,##ya,2
179,##fa,0
179,##d,2
179,hatayı,0
179,##ns,0
179,##esini,0
179,##duy,0
179,##un,0
179,hal,0
179,##ükle,0
179,##vent,0
179,##acı,0
179,##l,0
179,hal,0
179,##ükle,0
179,##vent,0
179,[SEP],0
180,[CLS],1
180,lütfen,0
180,yaya,0
180,##lım,0
180,deprem,0
180,enkaz,0
180,turk,0
180,##ey,0
180,hel,0
180,##pt,0
180,##urk,0
180,##ey,0
180,enkaz,0
180,hata,1
180,##y,2
180,is,3
180,##kender,4
180,##un,4
180,af,3
180,##ad,0
180,af,3
180,##ad,4
180,##hat,4
180,##ay,4
180,hata,1
180,##y,2
180,is,3
180,##kender,4
180,##un,4
180,at,4
180,##lı,4
180,spor,4
180,kulübü,4
180,karşı,0
180,##sı,0
180,sal,5
180,##im,6
180,kuaför,0
180,##ün,0
180,olduğu,0
180,apartman,0
180,ve,0
180,bar,3
180,##bar,4
180,##os,4
180,mahallesi,4
180,ziy,4
180,##a,4
180,gök,4
180,##alp,4
180,cadde,4
180,##si,4
180,eli,4
180,##f,4
180,apartman,4
180,##ı,4
180,yardım,0
180,bekliyor,0
180,##lar,0
180,enkaz,0
180,##altında,0
180,##yım,0
180,[SEP],0
181,[CLS],6
181,acil,0
181,yardım,0
181,ceb,3
181,##rail,4
181,mah,4
181,320,4
181,##3,4
181,sk,4
181,kent,4
181,ap,4
181,##t,4
181,blok,4
181,iç,0
181,kapı,0
181,ant,4
181,##ak,4
181,##ya,4
181,hata,1
181,##y,2
181,enkaz,0
181,altında,0
181,##lar,0
181,sahil,0
181,ali,5
181,gözü,6
181,##b,6
181,##üyük,6
181,fat,5
181,##ma,6
181,gözü,6
181,##b,6
181,##üyük,6
181,bil,5
181,##lu,6
181,##r,6
181,bu,5
181,##se,6
181,bah,6
181,##adır,6
181,turk,6
181,##ey,6
181,af,0
181,##ad,0
181,af,1
181,##ad,2
181,##hat,2
181,##ay,2
181,ah,0
181,##bap,4
181,##acı,4
181,##l,4
181,ah,3
181,##bap,4
181,##hat,4
181,##ay,4
181,ah,0
181,##bap,0
181,##der,0
181,##neği,0
181,hata,1
181,##yy,0
181,##ardı,0
181,##m,0
181,##bek,0
181,##liyor,0
181,deprem,0
181,[SEP],0
182,[CLS],0
182,diyar,5
182,bakır,6
182,yık,0
182,##ılan,0
182,binada,0
182,##n,0
182,görüntüler,0
182,hata,1
182,##y,2
182,nur,3
182,##dağı,4
182,hata,1
182,##yy,2
182,##ardı,0
182,##m,0
182,##bek,0
182,##liyor,0
182,yardım,0
182,acil,0
182,deprem,0
182,enkaz,0
182,##altında,0
182,##yım,0
182,diyar,1
182,##bak,2
182,##ır,2
182,turk,3
182,##ey,4
182,pr,0
182,##ay,0
182,##for,0
182,##tur,0
182,##key,0
182,is,3
182,##kender,4
182,##un,4
182,o,3
182,##hal,4
182,af,3
182,##ad,4
182,[SEP],0
183,[CLS],0
183,malat,1
183,##ya,2
183,cema,3
183,##l,4
183,gür,4
183,##sel,4
183,mahallesi,4
183,mehmet,4
183,ak,4
183,##if,4
183,ilkokul,4
183,##u,4
183,arkası,0
183,boş,0
183,arazide,0
183,çadır,0
183,ve,0
183,gıda,0
183,yardımı,0
183,bekliyoruz,0
183,af,0
183,##ad,0
183,deprem,0
183,rec,5
183,##ep,6
183,##tay,6
183,##yip,6
183,##er,6
183,##doğan,6
183,malat,1
183,##ya,2
183,hal,3
183,##ükle,4
183,##vent,4
183,##acı,4
183,##l,4
183,sel,5
183,##ahattin,6
183,##gür,6
183,##kan,6
183,turk,6
183,##ey,6
183,[SEP],0
184,[CLS],1
184,yardım,0
184,bahçe,3
184,##li,4
184,evler,4
184,atatürk,4
184,bul,4
184,##varı,4
184,yan,4
184,yolu,4
184,02,4
184,##29,4
184,##0,4
184,adı,1
184,##yaman,2
184,merkez,3
184,##adı,4
184,##yaman,4
184,dilek,3
184,apartman,4
184,##ı,4
184,sam,4
184,##os,4
184,otel,0
184,yani,0
184,binanın,0
184,içinde,0
184,kız,0
184,öğrenciler,0
184,var,0
184,12,0
184,saati,0
184,geçti,0
184,deprem,0
184,turk,3
184,##ey,0
184,o,0
184,##hal,0
184,seferber,0
184,##lik,0
184,af,0
184,##ad,0
184,[SEP],0
185,[CLS],2
185,hata,1
185,##y,2
185,is,3
185,##kender,4
185,##un,4
185,kurtuluş,4
185,mahallesi,4
185,79,4
185,sokak,4
185,piş,4
185,##kin,4
185,apartman,4
185,##ı,4
185,no,4
185,1,4
185,kat,4
185,5,4
185,z,5
185,##eyn,6
185,##ep,6
185,ün,6
185,##sal,6
185,ve,0
185,emin,5
185,ün,6
185,##sal,6
185,çağrı,5
185,##ün,6
185,##sal,6
185,##34,6
185,af,0
185,##ad,0
185,##başkan,0
185,##lık,2
185,af,1
185,##ad,2
185,##hat,2
185,##ay,2
185,turk,3
185,##ey,4
185,hata,1
185,##y,2
185,deprem,0
185,hata,1
185,##yy,0
185,##ardı,0
185,##m,0
185,##bek,0
185,##liyor,0
185,af,0
185,##ad,0
185,af,1
185,##ad,2
185,##hat,2
185,##ay,2
185,sonda,0
185,##ki,4
185,##ka,4
185,[SEP],0
186,[CLS],0
186,turk,3
186,##ey,4
186,ism,3
186,##et,4
186,paşa,4
186,mahallesi,4
186,az,4
186,##er,4
186,##bey,4
186,##can,4
186,##lılar,4
186,kel,4
186,##li,4
186,ap,4
186,##t,4
186,kat,4
186,7,4
186,dul,4
186,##kadir,4
186,##oğlu,4
186,kahraman,1
186,##maraş,2
186,karı,0
186,koca,0
186,göç,0
186,##ük,0
186,altında,0
186,hala,0
186,bekliyor,0
186,##lar,0
186,af,1
186,##ad,2
186,deprem,0
186,##old,0
186,##u,0
186,ah,0
186,##bap,0
186,yardım,0
186,[SEP],0
187,[CLS],1
187,çok,0
187,acil,0
187,yardım,0
187,lazım,0
187,çok,0
187,acil,0
187,hata,1
187,##y,2
187,##da,2
187,insanlar,0
187,sağ,0
187,ve,0
187,yardım,0
187,bekliyor,0
187,##lar,0
187,sü,3
187,##mer,4
187,##ler,4
187,mahallesi,4
187,belediye,4
187,kooperatif,4
187,evleri,4
187,a,4
187,##3,4
187,blok,4
187,def,4
187,##ne,4
187,##hat,4
187,##ay,4
187,af,3
187,##ad,4
187,##başkan,4
187,##lık,4
187,deprem,4
187,##da,4
187,##ire,4
187,##si,4
187,af,4
187,##ad,4
187,turk,4
187,##ey,4
187,hata,1
187,##y,2
187,ah,0
187,##bap,0
187,acil,0
187,yardım,0
187,lazım,0
187,[SEP],0
188,[CLS],0
188,can,5
188,##su,6
188,cem,6
188,##re,6
188,ada,6
188,##k,6
188,eski,0
188,saray,4
188,mahallesi,4
188,hüs,4
188,##eyin,4
188,rah,4
188,##mi,4
188,gür,4
188,##pi,4
188,##mar,4
188,cadde,4
188,##si,4
188,orman,4
188,binası,0
188,arkası,0
188,saray,3
188,apartman,4
188,##ı,4
188,adı,1
188,##yaman,2
188,merkez,0
188,arkadaşımız,0
188,enkaz,0
188,altında,0
188,saatler,0
188,##dir,0
188,ulaş,0
188,##amıyoruz,0
188,lütfen,0
188,yardımcı,0
188,olun,0
188,bir,0
188,r,0
188,##t,0
188,bile,0
188,çok,0
188,değerli,0
188,hala,0
188,kurtara,0
188,##biliriz,0
188,deprem,0
188,turk,0
188,##ey,0
188,af,1
188,##ad,0
188,adı,1
188,##yaman,2
188,[SEP],0
189,[CLS],0
189,has,5
189,##an,6
189,ç,6
189,##ull,6
189,##u,6
189,isimli,0
189,arkadaşımız,0
189,##dan,0
189,hala,0
189,haber,0
189,alına,0
189,##mıyor,0
189,##lüt,0
189,##fen,0
189,yaya,0
189,##bilir,0
189,mısınız,0
189,ism,3
189,##et,4
189,##paşa,4
189,mahallesi,4
189,az,4
189,##er,4
189,##baycan,4
189,bul,4
189,##varı,4
189,no,4
189,##17,4
189,kahraman,1
189,##maraş,2
189,af,1
189,##ad,2
189,##başkan,2
189,##lık,2
189,af,1
189,##ad,2
189,##ka,2
189,##h,2
189,##raman,2
189,##maraş,2
189,deprem,0
189,turk,3
189,##ey,4
189,[SEP],0
190,[CLS],1
190,7,0
190,aylık,0
190,hamile,0
190,arkadaşım,0
190,##a,0
190,ulaş,0
190,##amıyoruz,0
190,cem,5
190,##ile,6
190,doğan,6
190,ora,1
190,##k,4
190,##çık,2
190,##ah,2
190,##raman,2
190,##mara,2
190,##saf,2
190,##ad,2
190,kahraman,1
190,##maraş,2
190,af,1
190,##ad,4
190,turk,4
190,##ey,4
190,o,3
190,##hal,0
190,enkaz,0
190,af,0
190,##adde,4
190,##pr,4
190,##em,4
190,af,1
190,##ad,2
190,##ka,1
190,##h,2
190,##raman,2
190,##maraş,2
190,deprem,0
190,seferber,0
190,##lik,0
190,yardım,0
190,[SEP],0
191,[CLS],1
191,bir,0
191,aylık,0
191,bebeğim,0
191,##iz,0
191,ve,0
191,ailem,0
191,enkaz,0
191,##da,0
191,yardım,0
191,edin,0
191,hayr,3
191,##ullah,4
191,mahallesi,4
191,sanda,4
191,##l,4
191,##zade,4
191,bul,4
191,##varı,4
191,no,4
191,##21,4
191,sabır,4
191,apartman,4
191,##ı,4
191,a,4
191,blok,4
191,kat,4
191,no,4
191,##7,4
191,kahraman,1
191,##mara,2
191,##son,2
191,##iki,4
191,##sub,4
191,##at,4
191,deprem,0
191,turk,3
191,##ey,4
191,kahraman,1
191,##maraş,2
191,on,3
191,##iki,4
191,##şu,4
191,##bat,4
191,af,1
191,##ad,2
191,[SEP],0
192,[CLS],0
192,gök,3
192,##ku,4
192,##sak,4
192,##i,4
192,sitesi,4
192,b,4
192,blok,4
192,kırık,4
192,##han,4
192,##hat,4
192,##ay,4
192,ham,5
192,##za,6
192,dönme,6
192,##z,6
192,deprem,0
192,anında,0
192,##n,0
192,beri,0
192,enkaz,0
192,altında,0
192,kurtarı,0
192,##lamıyor,0
192,lütfen,0
192,yardım,0
192,ulaştır,0
192,##ınız,0
192,hata,1
192,##y,2
192,hata,1
192,##yy,0
192,##ardı,0
192,##m,0
192,##bek,0
192,##liyor,0
192,hata,1
192,##y,2
192,##de,0
192,##pr,0
192,##emi,0
192,hata,1
192,##ya,2
192,##fa,1
192,##d,2
192,deprem,0
192,e,0
192,##arth,0
192,##qu,0
192,##ake,0
192,deprem,0
192,##old,0
192,##u,0
192,deprem,0
192,##old,0
192,##uh,0
192,##atay,0
192,af,3
192,##ad,4
192,af,3
192,##adde,4
192,##pr,4
192,##em,4
192,deprem,3
192,##hat,4
192,##ay,4
192,[SEP],0
193,[CLS],1
193,ant,1
193,##ak,4
193,##ya,4
193,aç,4
193,##evler,4
193,##de,0
193,olan,0
193,biri,0
193,ulaşabilir,0
193,mi,0
193,lütfen,0
193,ant,3
193,##ak,4
193,##ya,4
193,alev,4
193,##ler,4
193,mahallesi,4
193,16,4
193,##so,4
193,##ka,4
193,##k,4
193,gül,4
193,apartman,4
193,##ı,4
193,no,4
193,39,4
193,hav,5
193,##va,6
193,uç,6
193,##ar,6
193,as,5
193,##ya,6
193,lin,5
193,##a,6
193,uç,6
193,##ar,6
193,serp,5
193,##il,6
193,bağ,6
193,öm,5
193,##er,6
193,bağ,6
193,evde,0
193,küçük,0
193,çocuk,0
193,ve,0
193,yaşlı,0
193,var,0
193,saatler,0
193,##dir,0
193,haber,0
193,alına,0
193,##mıyor,0
193,af,1
193,##ad,0
193,deprem,0
193,turk,3
193,##ey,4
193,enkaz,0
193,hata,1
193,##y,2
193,##de,3
193,##pr,4
193,##em,4
193,hata,1
193,##yan,2
193,##tak,4
193,##ya,4
193,hata,1
193,##y,2
193,[SEP],0
194,[CLS],0
194,lütfen,0
194,yaya,0
194,##lım,0
194,deprem,0
194,turk,0
194,##ey,0
194,o,0
194,##hal,0
194,af,0
194,##ad,0
194,af,0
194,##ad,0
194,öz,3
194,##alp,4
194,##er,4
194,mahallesi,4
194,tur,4
194,##gut,4
194,##oza,4
194,##l,4
194,bul,4
194,##varı,4
194,trend,4
194,garson,4
194,res,4
194,##idan,4
194,##ce,4
194,yeşil,4
194,##yurt,4
194,malat,1
194,##ya,2
194,enkaz,0
194,##altında,0
194,##yım,0
194,enkaz,0
194,[SEP],0
195,[CLS],0
195,burcu,5
195,##demir,6
195,##ci,6
195,##14,0
195,ah,3
195,##bap,4
195,kızıl,4
195,##ay,4
195,deprem,4
195,##da,4
195,##ire,4
195,##si,4
195,af,0
195,##ad,2
195,##başkan,2
195,##lık,2
195,ah,1
195,##bap,2
195,kızıl,4
195,##ay,4
195,deprem,4
195,##da,4
195,##ire,4
195,##si,4
195,af,0
195,##ad,2
195,##başkan,2
195,##lık,2
195,elbis,3
195,##tan,4
195,iğ,3
195,##de,4
195,köyünde,4
195,durum,0
195,çok,0
195,ciddi,0
195,acil,0
195,desteğ,0
195,##e,0
195,ihtiyaç,0
195,var,0
195,arabalar,0
195,##da,0
195,ısınma,0
195,##ya,0
195,çalışanlar,0
195,maz,0
195,##ot,0
195,problemi,0
195,yaşamak,0
195,##ta,0
195,battan,0
195,##iyeler,0
195,yetersiz,0
195,seferber,0
195,##lik,0
195,acil,0
195,enkaz,0
195,af,1
195,##ad,2
195,deprem,0
195,##old,4
195,##u,4
195,e,0
195,##arth,0
195,##qu,0
195,##ake,0
195,[SEP],0
196,[CLS],0
196,türk,0
196,##sil,4
196,##ah,4
196,##ları,4
196,##ku,0
196,##v,0
196,##vet,0
196,##leri,0
196,yardım,0
196,ediyor,0
196,lakin,0
196,daha,0
196,çok,0
196,yardım,0
196,lütfen,0
196,daha,0
196,hızlı,0
196,göç,0
196,##ük,0
196,altında,0
196,kalan,0
196,yurttaş,0
196,##lara,0
196,yardım,0
196,edelim,0
196,enkaz,0
196,oğ,5
196,##uz,6
196,##han,6
196,##ug,6
196,##ür,6
196,r,0
196,##t,0
196,hata,1
196,##yy,2
196,##ardı,0
196,##m,0
196,##bek,0
196,##liyor,0
196,turk,3
196,##ey,4
196,türk,3
196,##sil,4
196,##ah,4
196,##lik,4
196,##uvvet,4
196,##leri,4
196,9,4
196,merkez,0
196,mar,1
196,##mara,2
196,jap,1
196,##onya,2
196,hükümet,0
196,f,3
196,##ox,4
196,##ta,4
196,hal,3
196,##ükle,4
196,##vent,4
196,af,4
196,##ad,4
196,sonda,4
196,##ki,4
196,##ka,4
196,##de,4
196,##pr,4
196,##em,4
196,[SEP],0
197,[CLS],0
197,okulu,0
197,##muz,0
197,##un,0
197,diş,0
197,hekim,0
197,##liği,0
197,öğrencilerin,0
197,##den,0
197,sim,5
197,##ay,6
197,ak,6
197,##mana,6
197,ulaş,0
197,##amıyoruz,0
197,##sim,5
197,##ay,6
197,ak,6
197,##man,6
197,ve,0
197,ailesi,0
197,enkaz,0
197,altında,0
197,##lüt,0
197,##fen,0
197,yaya,0
197,##lım,0
197,general,3
197,şük,4
197,##rü,4
197,kanat,4
197,##lı,4
197,mah,4
197,ay,4
197,##şe,4
197,fit,4
197,##nat,4
197,hanım,4
197,cad,4
197,sera,4
197,##p,4
197,ap,4
197,##t,4
197,sitesi,4
197,sera,4
197,##p,4
197,ap,4
197,##t,4
197,blok,4
197,no,4
197,30,4
197,iç,0
197,kapı,0
197,no,4
197,2,4
197,hata,1
197,##y,2
197,ant,3
197,##ak,4
197,##ya,4
197,turk,4
197,##ey,4
197,deprem,0
197,af,0
197,##ad,0
197,af,1
197,##ad,2
197,##hat,2
197,##ay,2
197,[SEP],0
198,[CLS],6
198,ant,3
198,##ak,4
198,##ya,4
198,alev,4
198,##ler,4
198,mahallesi,4
198,16,4
198,##so,4
198,##ka,4
198,##k,4
198,gül,4
198,apartman,4
198,##ı,4
198,no,4
198,39,4
198,hav,5
198,##va,6
198,uç,6
198,##ar,6
198,as,1
198,##ya,6
198,lin,5
198,##a,6
198,uç,6
198,##ar,6
198,serp,5
198,##il,6
198,bağ,6
198,öm,5
198,##er,6
198,bağ,6
198,evde,0
198,küçük,0
198,çocuk,0
198,ve,0
198,yaşlı,0
198,var,0
198,saatler,0
198,##dir,0
198,haber,0
198,alına,0
198,##mıyor,0
198,lütfen,0
198,yaya,0
198,##lım,0
198,af,0
198,##ad,0
198,deprem,0
198,turk,3
198,##ey,4
198,enkaz,0
198,hata,1
198,##y,2
198,##de,3
198,##pr,4
198,##em,4
198,hata,1
198,##yan,4
198,##tak,4
198,##ya,4
198,hata,1
198,##y,2
198,[SEP],0
199,[CLS],0
199,hal,0
199,##ükle,0
199,##vent,0
199,enkaz,0
199,altında,0
199,##lar,0
199,lütfen,0
199,yardım,0
199,edin,0
199,af,0
199,##ad,0
199,hala,0
199,ulaşma,0
199,##dı,0
199,has,5
199,##an,6
199,tütün,6
199,mah,0
199,sek,5
199,##ip,6
199,önder,6
199,cd,4
199,uz,4
199,##um,4
199,##ken,4
199,sitesi,4
199,adı,1
199,##yaman,2
199,##beş,0
199,##ni,0
199,fat,5
199,##ma,6
199,inci,6
199,sa,5
199,##adet,6
199,önder,6
199,eylem,5
199,önder,5
199,##fat,5
199,##oş,6
199,önder,6
199,alacak,0
199,##sın,0
199,önder,5
199,eren,5
199,##den,6
199,önder,5
199,si,5
199,##bel,6
199,önder,6
199,acil,0
199,adı,1
199,##yaman,2
199,deprem,0
199,af,0
199,##ad,0
199,akut,0
199,kahraman,1
199,##maraş,2
199,turk,3
199,##ey,4
199,[SEP],0
200,[CLS],1
200,hata,1
200,##y,2
200,ant,3
200,##ak,4
200,##ya,4
200,yeşil,4
200,##ova,4
200,cadde,4
200,##si,4
200,küçük,4
200,##dal,4
200,##yan,4
200,mahallesi,4
200,bal,4
200,##b,4
200,##ö,4
200,##ceğim,4
200,kreş,4
200,##i,4
200,karşı,0
200,##sı,0
200,içeride,0
200,iki,0
200,küçük,0
200,çocuk,0
200,var,0
200,yardım,0
200,edin,0
200,deprem,0
200,hata,1
200,##y,2
200,enkaz,0
200,##altında,0
200,##yım,0
200,hal,5
200,##ükle,6
200,##vent,6
200,ah,5
200,##bap,6
200,##acı,6
200,##l,6
200,turk,0
200,##ey,2
200,hal,5
200,##ükle,6
200,##vent,6
200,oğ,5
200,##uz,6
200,##han,6
200,##ug,6
200,##ür,6
200,hal,5
200,##ükle,6
200,##vent,6
200,##acı,6
200,##l,6
200,hata,1
200,##yy,2
200,##ardı,0
200,##m,0
200,##bek,0
200,##liyor,0
200,hata,1
200,##ya,2
200,##fa,1
200,##d,2
200,[SEP],0
201,[CLS],0
201,f,0
201,##ft,0
201,##vo,0
201,##ff,0
201,##ici,0
201,##al,0
201,hata,1
201,##y,2
201,ant,3
201,##ak,4
201,##ya,4
201,har,4
201,##biye,4
201,mahallesi,4
201,450,4
201,##7,4
201,##so,4
201,##ka,4
201,##k,4
201,no,4
201,##10,4
201,6,4
201,çocuk,0
201,ve,0
201,yetişkin,0
201,##lerle,0
201,birlikte,0
201,10,0
201,kişi,0
201,göç,0
201,##ük,0
201,altında,0
201,yardım,0
201,hala,0
201,gelmedi,0
201,ne,0
201,olur,0
201,duyur,0
201,##alım,0
201,deprem,0
201,hata,1
201,##yy,0
201,##ardı,0
201,##m,0
201,##bek,0
201,##liyor,0
201,af,0
201,##ad,0
201,hal,0
201,##ükle,0
201,##vent,0
201,af,1
201,##ad,2
201,##başkan,0
201,##lık,2
201,turk,1
201,##ey,2
201,[SEP],0
202,[CLS],0
202,mer,0
202,##tin,0
202,üstündeki,0
202,kolon,0
202,##ları,0
202,kaldır,0
202,##amıyor,0
202,##lar,0
202,hata,1
202,##y,2
202,vali,3
202,kon,4
202,##ağı,4
202,göb,4
202,##eği,4
202,ay,4
202,##şe,4
202,fit,4
202,##nat,4
202,hanım,4
202,cadde,4
202,##si,4
202,par,4
202,##lar,4
202,ap,4
202,##t,4
202,hata,1
202,##y,2
202,deprem,0
202,seferber,0
202,##lik,0
202,af,0
202,##ad,0
202,enkaz,0
202,##altında,0
202,##yım,0
202,hal,0
202,##ükle,0
202,##vent,0
202,##acı,0
202,##l,0
202,hata,1
202,##y,2
202,is,3
202,##kender,4
202,##un,4
202,hata,1
202,##yy,2
202,##ardı,0
202,##m,0
202,##bek,0
202,##liyor,0
202,hata,1
202,##ya,2
202,##fa,0
202,##d,2
202,enkaz,0
202,yardım,0
202,e,0
202,##arth,0
202,##qu,0
202,##ake,0
202,hal,0
202,##ükle,0
202,##vent,6
202,##acı,0
202,##l,0
202,hata,1
202,##y,2
202,[SEP],0
203,[CLS],0
203,kahraman,1
203,##maraş,2
203,doğu,3
203,##kent,4
203,lütfen,0
203,battan,0
203,##iye,0
203,kıyafet,0
203,sıcak,0
203,yemek,0
203,içecek,0
203,çadır,0
203,vb,0
203,yardım,0
203,istiyoruz,0
203,deprem,0
203,turk,3
203,##ey,4
203,seferber,0
203,##lik,0
203,yardım,0
203,af,0
203,##ad,0
203,akut,0
203,[SEP],0
204,[CLS],0
204,na,5
204,##if,6
204,dağ,6
204,##lı,6
204,diş,0
204,hekimi,0
204,5,0
204,sınıf,0
204,öğrencisi,0
204,ağır,0
204,yaralı,0
204,18,0
204,saatten,0
204,fazladır,0
204,aradı,0
204,bekliyor,0
204,lütfen,0
204,paylaş,0
204,##ın,0
204,kurtuluş,3
204,mah,4
204,79,4
204,sk,4
204,no,4
204,1,4
204,piş,4
204,##kin,4
204,apartman,4
204,adı,1
204,##yaman,2
204,deprem,0
204,turk,0
204,##ey,0
204,enkaz,0
204,##altında,0
204,##yım,0
