,Tweets,Class
208,cumhuriyet mah beyza apt ipek sokak hatayantakya cazibe seyrekbasana ulaşamıyoruz duyan gören lütfen dönsün 05352995983 depremoldu afaddeprem deprem açıldurum hatay hataydeprem depremoldu acil earthquake palaz31 cerrahpasaii jkmentalıty deprem,1
209,osmaniye bahçelievler mah kazımkarabekir cad yorgansız sitesi enkaz altında kalanlar var lütfen yayalım depremdairesi deprem osmaniye depremoldu acil afad earthquake turkey,1
210,binada mahsur kalan abim için yardım cumhuriyet mah 25136 sk gap şahin apt a blok no 9a iç kapı no 10 merkez adıyaman deprem afad yardım acil earthquake depremoldu,1
211,hayrullah mahallesi clarin otelin yanı birgül apartmanı kat no7 çok yakın arkadaşımın annesi babası ve abisi enkaz altında halüklevent afadbaşkanlık depremdairesi afad_gönüllü büyükşehirkm kahramanmarasdeprem deprem enkazaltındayım earthquake enkazaltındayım afad,1
212,odabaşı mahallesi uğur mumcu caddesi özgür apartmanı defne hastanesi civarı lütfen yardım edin depremdairesi visithatay hataycıty deprem hatay acil afad turkey,1
213,antakyanın 75 yıl bulvarı 21 sokak süral apt 1 de göçük altında kalan vatandaşlar var yardım bekleniyor deprem afad antakya iskenderun enkazaltındayım yardım hatay earthquake acil deprem depremoldu depremhatay depremadana depremadana,1
214,acil yardım hatay samandağ göçük altından sesler geldiği bildiriliyor lütfen paylaşalım hataydeprem hatay samandağ acil afad afadhatay antakya deprem depremoldu earthquake göçükaltında,1
215,266 sokak hatay iskenderun altun apartmanı a blok ulaşamıyoruz lütfen paylaşabilir misiniz afad afadhatay deprem gaziantep hatay acil turkey depremoldu,1
216,kahramanmaraşdülkadiroğlu ailem enkaz altında hayrullah mah malik ejder cad birgül ap kat2no7 maraşdent dişçi üstü efkan akpınar naciye akpınar furkan akpınar depremoldu kahramanmaraş kahramanmarasdeprem afad afad acil earthquake halüklevent afadbaşkanlık büyükşehirkm,1
217,acil elif kaya ve sezer kayadan haber alamıyormuş ailesi hatay antakya odabaşı mah 2403 cad no 51 zehra apartman d1 depremdairesi hataybsb antakyabld deprem sondakika hatay acil afad earthquake turkey depremoldu,1
218,general şükrü kanatlı mahallesi hakkı dede beyoğlu sokak lider apartmanı antakya hatay orman müdürlüğü karşısı bina çökmüş bölgede kurtarma ekibi yokmuş arkadaşımın amcası en üst katta birilerine ulaştırabilirseniz sevinirim afadhatay hataydeprem deprem earthquake,1
219,hatay samandağ cumhuriyet mah malik yılman cad sokak no8 lütfen ulaşamıyorum teyzeme aile apartmanı çok kişi enkaz altında lütfen depremoldu turkey hatay sondakika deprem acil afad afadhatay,1
220,inönü bulvarı ekinci mahallesi no62 rönesans residence a2 blok kat 154 numara hatay pelin kütahya cemal kütahya çınar kütahya nurten mutlu arkadaşlarımıza ulaşamıyoruz lütfen yardımcı olur musunuz hatay deprem acil turkey afad,1
221,halüklevent esenlik mahallesi şok seda apt antakya burcu akgül ve çocukları enkazda birileri yardım etsin aile numarası 05327016892 afad afadbaşkanlık afaddeprem halüklevent earthquake nurdağı,1
222,halüklevent esenlik mahallesi şok seda apt antakya burcu akgül ve çocukları enkazda birileri yardım etsin aile numarası 05327016892 afad afadbaşkanlık afaddeprem halüklevent earthquake nurdağı,1
223,halüklevent esenlik mahallesi şok seda apt antakya burcu akgül ve çocukları enkazda birileri yardım etsin aile numarası 05327016892 afad afadbaşkanlık afaddeprem halüklevent earthquake nurdağı,1
224,halüklevent esenlik mahallesi şok seda apt antakya burcu akgül ve çocukları enkazda birileri yardım etsin aile numarası 05327016892 afad afadbaşkanlık afaddeprem halüklevent earthquake nurdağı,1
225,bahçelievler mah kazımkarabekir cad yorgansız sitesi acil afad destek lazım deprem osmaniye hataydeprem hatay depremoldu acil afad earthquake turkey,1
226,arkadaşımızın anne ve babasına ulaşamıyorkendisi yurt dışında bina çökmüş lütfen orada olanlar paylaşın bilen gören varsa cevap verin adres general şükrü kanatlı mahallesi vedi münir karabay sokak hataymerkez hatay afad earthquake deprem hatay ahbap,1
227,cumhuriyet mah beyza apt ipek sokak hatayantakya cazibe seyrekbasana ulaşamıyoruz duyan gören lütfen dönsün 05352995983 depremoldu afaddeprem deprem açıldurum hatay hataydeprem depremoldu acil earthquake deprem afad turkey,1
228,kuzenim ve ailesi göçük altında lütfen yardım edin kimse gelmiyor kimse yok duyun sesimizi 7 yetişkin 4 çocuk var enkazda hatay alevler mah 3 alan sokak gül apartmanı bina no 12 depremoldu hatay deprem afad malatya enkazaltındayım nurdağı acil earthquake ahbap,1
229,lütfen bunu herkes paylaşsın adıyaman gölbaşı yardım gerekiyor insanlar yaralanmış yardım istiyorlar elimizden bir şey gelmiyor lütfen bunu rt yapın deprem adıyaman afad kahramanmaraş acil malatya turkey earthquake,1
230,hatay iskenderun dumlupınar mahallesi 218 sokak turan mobilyanın karşısı acil numaralara ulaşamıyorum annesi ablası hala göçük altında yardım edin lütfen depremoldu deprem enkazaltındayım afad hatay hatayışkenderun hataydadeprem enkazaltındayım turkey açilyardım,1
231,adıyaman gölbaşı yavuz selim mahallesi 511 sokak tam adresi bilmiyorum ama halam ve ailesi enkaz altında acil yardım yardım ekipleri gelmedi durumlar çok kötü çocuklar var aileler var enkaz altın da olan adıyaman depremoldu deprem acil afad turkey gölbaşı gölbaşı deprem,1
232,lütfen yayın 8 katlı bina hatayda odabaşı mahallesi uğur mumcu caddesi no 4 mahmut karakaş kat 4 enkaz altında bir anne 2 küçük çocuk var deprem hatay defne depremoldu gaziantep acil enkazaltındayım afad nurdağı enkazaltındayım turkey,1
233,kahramanmaraş hayat hastanesi karşısı yıkılan binada yardım lazım haber alamıyoruz tam konum bilmiyoruz depremoldu kahramanmaraş malatya gaziantep acil deprem enkazaltındayım afad turkey earthquake,1
234,bahçelievler mah kazımkarabekir cad yorgansız sitesi acil afad destek lazım deprem osmaniye hataydeprem hatay depremoldu acil afad earthquake turkey,1
235,osmaniye bahçelievler mah kazımkarabekir cad yorgansız sitesi acil afad destek lazım deprem osmaniye hataydeprem hatay depremoldu acil afad earthquake turkey,1
236,afadbaşkanlık afadhatay hataybsb hatay kırıkhan cumhuriyet mahallesi 303 sokak no1 arkadaşımın ailesi enkaz altında haber alamıyoruz lütfen yardım edin hatay kırıkhan afad acil deprem enkazaltındayım turkey earthquake,1
237,hatay antakya ekinci mahallesi güneş caddesi 2 küçük kız çocuğu enkaz altında deprem hatay acil enkazaltındayım afad turkey earthquake lütfen yayalım,1
238,arkadaşımın annesi kardeşi ve anneannesine ulaşılamıyor bina altında kalmışlar lütfen yardımcı olun 75yıl bulvarı 21sokak süral apartmanı kat 1 hatay deprem itfaiye acil enkazaltında afad turkey yardım yardımelin,1
239,antakya ilçesi serinyol mh mustafa kemal paşa mevki hatay caddesi no 4 cadde üstü 4 katlı bina kilidi enkaz altında tahmini biri çocuk 6 kişi var acil yardım lazım depremoldu deprem hatay hataydeprem afad turkey malatya gaziantep,1
240,deprem süleymanşah mahallesi gaziosmanpaşa bulvarı 60 evler sitesi b blok kat 6 onikişubat kahramanmaraş enkazaltındayım turkey acil afad depremoldu earthquake,1
241,odabaşı mahallesi dalan sokak ishal 10 apt no 6 bu binada yaşayanlardan haber alamıyoruz çevrede olan bilgisi olan varsa paylaşsın lütfen depremoldu deprem hatay acil afad turkey iskenderunbldye hataybsb kendinemuzisyen,1
242,deprem odabaşı mahallesi mah mahmut karakaş apartmanı dilan polat arkası hatayantakya eda görüroğlu annesi babası ve kendi enkazın altında kalmış afad acil nurdağı enkazaltındayım afad earthquake,1
243,kahramanmaraş onikişubat süleymanşah mahallesi güzel evler yanında 60 evlerde 7 katlı bina çöktü doğalgaz patlaması olduğu söyleniyor yardım için 4 kişi var daha fazla destek gerekiyor deprem kahramanmaraş acil afad depremoldu turkey,1
244,cumhuriyet mah beyza apt ipek sokak hatayantakya cazibe seyrekbasana ulaşamıyoruz duyan gören lütfen dönsün 05352995983 depremoldu afaddeprem deprem açıldurum hatay hataydeprem depremoldu acil earthquake,1
245,hayrullah mahallesi clarin otelin yanı birgül apartmanı kat 2 no 7 kahramanmaraşmerkez bir kadın iki erkek enkaz altında halüklevent oğuzhanugür afadbaşkanlık depremdairesi kahramanmaraş depremoldu deprem enkazaltındayım enkazaltındayım enkaz acil afad turkey,1
246,yeni mahalle kılıçoğlu bulvarı belge apartmanı yakınlarımız enkaz altında lütfen yardım edin necmettin belge elif belge fatma belge turkey şanlıurfa kayseri acil afad deprem depremoldu gaziantep kahramanmaraş,1
247,lordsinov hayrullah mahallesi 27sokak hisar apartmanı arkadaşımız ve ailesi var bilgilendirme yapabilir misiniz neslihan ceren ve ailesinden haber alamıyoruz deprem depremoldu afad earthquake kahramanmarasdeprem,1
248,hacı ali öztürk vatan cd no1 27800 ıslahıyegaziantep demokrasi meydanı doğar marketin üstü kat no7 sude balam demirel göçük altında yardım edin deprem gaziantep hatay depremoldu kahramanmaraş malatya acil enkazaltındayım afad earthquake,1
249,kahramanmaraş türkoğlu ilçesi için hiç bir çalışma yok sanırım arkadaşım ve ailesinden haber alamıyoruz bir çok kişide o bölgeden haber alamıyor yardım lütfen kahramanmaraş acil afad turkey,1
250,haber alamıyoruz on iki şubatkmaraş hayrullah mahallesi malik ejder caddesi no 28 birgül apartmanı on iki şubat k maraş muhammed alperen kanat ve ailesi 4 kişiler kahramanmaraş deprem acil afad kahramanmaraş onikişubat enkazaltındayım earthquake,1
251,teyzemlere ulaşamıyorum bina hakkında bilgisi olan var mı hatayantakya general şükrü kanatlı mahallesi yavuz sultan selim caddesi armağan apartmanı hatay antakya afadbaşkanlık depremdairesi hataybsb afad deprem hatay antakya kahramanmaraş turkey,1
252,acil elif kaya ve sezer kayadan haber alamıyormuş ailesi hatay antakya odabaşı mah 2403 cad no 51 zehra apartman d1 depremdairesi hataybsb antakyabld deprem sondakika hatay acil afad earthquake turkey depremoldu yardımelin,1
253,deprem kahramanmaraş karamanlıcühadar sitesi c blok kadir kanat ahmet kanat haber alamıyoruz sitenin bütün blokları çökmüş afad acil enkazaltındayım depremoldu kahramanmaraş turkey deprem hatay malatya gaziantep şanlıurfa kayseri,1
254,hatay kırıkhan eski devlet hastanesi karşısı göçük altında kalan yaralılar var seslerini duyuyoruz yardım edemiyoruz çok acil ekip gönderilmesini bekliyoruz deprem hatay afad destek enkazaltındayım turkey kayseri afad acil deprem,1
255,adıyaman yeni mahalle 2637 no sokak no1 kat yenimahallemerkezadıyaman yardım bekleniyor göçük altında olanlar var ahbap afadadıyaman deprem kızılay enkazaltındayım turkey,1
256,karapınar mahallesi 3 çevre yolu 26317sk burak apartmanı adıyaman personelimizin acil yardıma ihtiyacı var lütfen yardım edin depremoldu afad acil enkazaltındayım turkey turkey earthquake adıyaman adıyamandeprem kızılay yardımelin depremadıyaman,1
257,ali sezal bulvarı onikisubaykahramanmaraş acil iş makinası uzman ekip enkaz altında çok insan sesi geliyor acil afad depremoldu turkey,1
258,hatay iskenderun paça meydanı kontür otel karşısı bina yıkılmış kuzenlerim ailece altında kaldılar afad gelmiyor sesimizi duyan yok lütfen yardım edin afadhatay ahbaphatay afad enkazaltındayım turkey acil ahbap iskenderun,1
259,karamanlı mahallesi adnan menderes bulvarı aktaş apartmanı yıkılmıştır 12 şubat ilçesi maraş kahramanmaraş afaddeprem yardımelin acil kahramanmarasdeprem earthquake deprem afadkmaraş afadkmaraş afad yardımelin acil,1
260,arkadaşım enkaz altında ulaşamıyoruz ne olur yardım edin esentepe mahallesi hasan sokak yalçın 1 apartmanı hatay antakya hatay deprem kahramanmaraş afad şanlıurfa acil enkazaltındayım depremoldu earthquake afadbaşkanlık depremdairesi,1
261,çiğdede mahallesi güneşli sokak hatay samandağ çok sayıda göçük altında kalan var lütfen yardım gönderin turkey acil afad deprem,1
262,arkadaşımın ailesine ulaşım sağlayamıyoruz kışla saray mahallesi değirmen sokak maksim hatay iki küçük çocuk anne ve baba lütfen yayabilir mısınız yardımcı olun deprem hatay turkey hataydeprem acil afad depremoldu,1
263,hacı ali öztürk vatan cd no1 27800 ıslahıyegaziantep demokrasi meydanı doğar marketin üstü kat no7 sude balam demirel göçük altında yardım edin deprem gaziantep hatay depremoldu kahramanmaraş malatya acil enkazaltındayım afad earthquake,1
264,maraş merkez zübeyde hanım apartmanı acil bilgi lazım ulaşamıyoruz lütfen yakınlarında olan varsa bize ulaşsın turkey depremmaraş deprem deprem kahramanmaraş afad acil ahbap_maraş afadbaşkanlık yinemihaklıyım dayağıyedin,1
265,acil elif kaya ve sezer kayadan haber alamıyormuş ailesi hatay antakya odabaşı mah 2403 cad no 51 zehra apartman d1 depremdairesi hataybsb antakyabld deprem sondakika hatay acil afad earthquake turkey depremoldu,1
266,arkadaşlar lütfen yayalım arkadaşımın ailesine ulaşılamıyor yakında olan varsa en azından tweetin altına yazabilir misiniz adres cebrail mahallesi fatih cad bahçeli sok no 9 beyza apt antakyahatay yardım edin depremoldu deprem hatay acil afad earthquake turkey,1
267,arkadaşım ve ailesine ulaşamıyorum çok acil rt yapalım cumhuriyet mahallesi 25136sokak fırat sitesi a blok merkezadıyaman deprem adıyaman adıyamandeprem afad depremoldu acil turkey,1
268,enkaz altında kalanlar var haber alamıyoruz o taraflarda olanlar haber verebilir misiniz paça meydanı dumlupınar mahallesi prof dr muammer aksoy caddesi dingiller apt a blok deprem hatay iskenderun depremoldu acil afad turkey,1
269,deprem acil enkazaltındayım turkey afad acil arzu sarıaslan ali sarıaslan raziye sarıaslan 90 545 556 20 33 telefondan enkaz altından aradı ulaşamıyoruz yardım odabaşı mahallesi kurşunlu sokak no4 içyapı no7 kat,1
270,hatay 112açılsağlık 112live antakya acil afad earthquake hataydeprem deprem helpturkey turkey arkadaşlar kuzenim akif yücedağ ve hamile eşi erva yücedağ rönesans rezidans inönü bulvarı 62 de göçük altında ne olur yardım edelim yardım hala gelmemiş haber alamıyoruz,1
271,kahramanmaraş bahçelievler mah mis apartmanı kat gül altuna ulaşamıyoruz duyurulmasına yardımcı olun lütfen acil kahramanmaraş deprem turkey afad,1
272,bahçelievler mahallesi eski kahta yolu demirtaş apartmanı adıyaman enkaz altında kalan biri var acil ulaşılması gerek depremoldu deprem adıyaman afad earthquake,1
273,alınası mahallesi 1203 sokak no 3 adıyamanmerkez yapıcılar ekmek yani elit güzellik merkezi üstü mehmet erol yardım edin depremoldu earthquake acil enkazaltındayım afad enkaz oğuzhanugür depremdairesi halüklevent afadbaşkanlık 2727mmg2727 süleymansöylü,1
274,inönü bulvarı ekinci mahallesi no62 rönesans rezidans a 2 blok 9 kat enkaz altında kalanlar var yardım ulaşmamış çok acil afadhatay afadbaşkanlık kızılay depremoldu hatay deprem acil afad enkazaltındayım turkey hatay,1
275,alınası mahallesi 1203 sokak no 3 adıyamanmerkez yapıcılar ekmek yani elit güzellik merkezi üstü mehmet erol yardım edin depremoldu earthquake acil enkazaltındayım afad enkaz oğuzhanugür depremdairesi halüklevent afadbaşkanlık 2727mmg2727 süleymansöylü,1
276,adıyaman merkez turgut reis mahallesi zom baba cami yani iki bina çökmüş halüklevent adıyaman adıyamanvaliliği deprem adıyamanafad adıyamanbelediyesi depremoldu afad enkazaltındayım earthquake acil enkaz antakya malatya,1
277,arkadaşımızın ailesi enkaz altında yardım gelmemiş daha adresi odabaşı mahallesi abdi ipekçi caddesi mavi konutlar sitesi gökkusaki apartmanı hatay antakya kat 3 lütfen yayabildiğimiz kadar yayalım earthquake deprem yardım afad afad,1
278,hatay antakya emek mahallesi 39 sokak no 21 mehmet öncü emine öncü elif öncü hiçbirinden haber alınamıyor lütfen yardımcı olun deprem hatay nurdağı turkey gaziantep afaddeprem afad,1
279,ergen paşa mah 75 yıl bulvar cad mavi saray ap antakyahatay adresinde arkadaşımın ailesi göçük altında ulaşamıyoruz afad deprem earthquake hatay antep maraş diyarbakır malatya,1
280,hayrullah mahallesi 27sokak hisar apartmanı arkadaşımız ve ailesi var bilgilendirme yapabilir misiniz neslihan ceren ve ailesinden haber alamıyoruz deprem depremoldu afad earthquake kahramanmarasdeprem,1
281,esenlik mahallesi şok seda apt antakya burcu akgül ve çocukları enkazda birileri yardım etsin aile numarası 05327016892 afad afadbaşkanlık afaddeprem halüklevent earthquake nurdağı,1
282,antakyanın 75 yıl bulvarı 21 sokak süral apt 1 de göçük altında kalan vatandaşlar var yardım bekleniyor deprem afad antakya iskenderun enkazaltındayım yardım hatay earthquake acil deprem depremoldu depremhatay depremadana depremadana,1
283,yeni mahalle 74 sokak parlak inşaat no21 kat 4 daire hatay hassa bina yıkılmış 530tan beri arkadaşım ailesine ulaşamıyor lütfen yayar mısınız depremoldu deprem hatay malatya afad enkazaltındayım nurdağı earthquake şanlıurfa acil enkazaltındayım kayseri mersin,1
284,cdir mustafa gençay ilkokulu yanı 1ck sokaktaki binada ahmet ergin hatice ergin dilek albayrak ulaşan var mı haberi olan var mı yardım lütfen afad deprem depremoldu twitter turkey,1
285,general şükrü kanatlı atatürk caddesi antakya film festivali arkası hatice çiftçioğlu konağı derya keleş ayşe keleş hatay depremioldu deprem earthquake afad acil enkaz,1
286,esenlik mahallesi şok seda apt antakya burcu akgül ve çocukları enkazda birileri yardım etsin aile numarası 05327016892 afad afadbaşkanlık afaddeprem halüklevent earthquake nurdağı,1
287,acil yardım çağrısı general şükrü kanatlı mah yurtman sk elif akıncı apt hiç yardım gelmedi enkazın basındayız sadece bekliyoruz lütfen yardım edin 90 535 108 34 10 depremoldu hatay antakya afad enkazaltındayım earthquake acil enkaz halüklevent afadbaşkanlık,1
288,hatay ovakent mahallesinde enkaz altında kalan çok kişi var afad ambulans kurtarma ekipleri henüz ulaşmamış depremoldu deprem hatay afad enkazaltındayım earthquake acil antakya enkaz,1
289,hatay antakya şehit özen karakolu karşısı arkadaşlar yayalım depremoldu deprem hatay malatya afad enkazaltındayım earthquake enkazaltındayım acil enkaz afad,1
290,aile göçük altında küçük çocukların birinden ses alınılamıyor lütfen paylaşın deprem depremoldu sazibey mah isa yusuf alptekin cad serdarbey apt onikisubatkahramanmaraş acil afad antakya earthquake enkazaltındayım kayseri,1
291,antakya cumhuriyet mah tahir erişen apt akrabalarımızdan haber alamıyoruz 343ayfer ibrahim tuncerbina yıkıldı mı alana yardım gitti mi bilgisi olan yazsın lütfen kimseye ulaşmyrz afadbaşkanlık depremdairesi afadhatay halüklevent depremoldu afad earthquake enkaz acil,1
292,hatay 112açılsağlık 112live antakya acil afad earthquake hataydeprem göçük deprem yardım arkadaşlar kuzenim akif yücedağ ve eşi erva yücedağ rönesans rezidans inönü bulvarı 62 de göçük altında ne olur yardım edin yardım hala gelmemiş haber alamıyoruz,1
293,enkaz altında kalanlar var hala yardım bekleniyor general şükrü kanatlı mah semih azmi şok betül apt 114 antakyahatay deprem malatya hatay enkazaltındayım earthquake acil enkazaltındayım afad depremoldu enkaz şanlıurfa kızılay,1
294,yeni mahalle 74 sokak parlak inşaat no21 kat 4 daire hatay hassa bina yıkılmış 530tan beri arkadaşım ailesine ulaşamıyor lütfen yayar mısınız hatay deprem enkaz hatay depremoldu deprem afad enkazaltındayım earthquake malatya acil enkaz kayseri mersin antakya,1
295,acil paylaşalım hatay yardım bekliyor mustafa kemal mahallesi 576sokak no 41 daire 1 iskenderunhatay hatay malatya afad enkazaltındayım nurdağı earthquake mersin antakya şanlıurfa gaziantep depremoldu yardımelin,1
296,kurtuluş atatürk bulvarı 46100 belli apartmanı dayım ve yengem katta enkaz altında lütfen yardım edin ulaşamıyoruz kahramanmaraş deprem afad earthquake kahramanmarasdeprem kızılay yardımelin enkazaltındayım depremoldu,1
297,gaziantep ibrahimli opet yani ayşe mehmet polat sitesi ahtapot iş makinesi yardım ve destek bekleniyorlütfen paylaşalım depremoldu deprem depremgaziantep gaziantep afad fatmaşahin enkazaltındayım acil enkaz nurdağı hatay malatya earthquake mersin,1
298,halüklevent kuzenime ve ailesine ulaşamıyoruz lütfen yardım edin hatay alevler mah alan sokak gül apartmanı bina no 12 depremoldu hatay deprem afad malatya enkazaltındayım nurdağı acil earthquake,1
299,ulaşamıyoruz lütfen rt haber alam adres yeni şehir mahallesi cumhuriyet bulvarı köker site a blok no6 iç kapı no 04 dulkadiroğlu kahramanmaraş murat yıldız sergül yıldız öztürk nadir yıldız kahramanmarasdeprem earthquake acil afad deprem depremoldu enkazaltındayım,1
300,gaziantep ibrahimli opet yani ayşe mehmet polat sitesi ahtapot iş makinesi yardım ve destek bekleniyorlütfen paylaşalım depremoldu deprem depremgaziantep gaziantep afad fatmaşahin enkazaltındayım acil enkaz nurdağı hatay malatya earthquake mersin,1
301,bir yakınımın ailesi 4 kişiler ve şu an enkaz altında yardım bekliyorlar çamlıca mahallesi istasyon caddesicumhuriyet apartmanı b blok ıslahıyegaziantep iletişim 05453829027 05462173624 lütfen paylaşın deprem depremoldu afad earthquake hatay malatya antep,1
302,75 yıl bulvarı 21 sokak süral apt 1 kat hatay antakya deprem afad antakya iskenderun enkazaltındayım yardım hatay earthquake acil,1
303,dayım ve eşi hatayışkenderun da enkaz altındadır acilen destek gönderilmesini talep ediyorum adres ziya gökalp cad 127 sk yataş wedding üstündeki binanın yıkıntısı lütfen yardımcı olabilir misiniz hatay iskenderun afad afadtürkiye deprem depremoldu earthquake,1
304,yavuz selim mahallesi cengiz topel caddesi mesut apartmanı nurdağı gaziantep göçük altında yakınlarımız var iletebilir misiniz afad earthquake acil,1
305,hayrullah mahallesi 27sokak hisar apartmanı arkadaşımız ve ailesi var bilgilendirme yapabilir misiniz neslihan ceren ve ailesinden haber alamıyoruz deprem depremoldu afad earthquake kahramanmarasdeprem,1
306,mehmet akif mah 45009 13 daire 2 dulkadiroğlu kahramanmaraş ulaşamıyoruz anne 2 çocuk var ahbap deprem depremoldu kahramanmarasdeprem afad enkazaltındayım earthquake acil,1
307,alınası mahallesi 1203 sokak no 3 adıyamanmerkez yapıcılar ekmek yani elit güzellik merkezi üstü mehmet erol yardım edin depremoldu earthquake acil enkazaltındayım afad enkaz oğuzhanugür depremdairesi halüklevent afadbaşkanlık 2727mmg2727 süleymansöylü,1
308,depremfavvar köprüsü çakmak apt no 155 samandağ hatay arkadaşım ve çocukları göçük altında ulaşılamıyor ve çocuklardan biri engelli lütfen hızlıca ilgili birimlere yayalım afad depremoldu hatay malatya enkazaltındayım akut_derneği earthquake acil,1
309,elektrik mahal sokak no101 hatay iskenderun eda rüya harbelioğluna ulaşılamıyor lütfen adresi ve ismi yayabilir mısınız depremoldu deprem hatay afad earthquake,1
310,adıyaman isa otel rehber arkadaşımız ozan koçtan haber alamıyoruz kendi enkaz altında lütfen bilgilendirir misiniz acil adıyamanafad afadadıyaman afad deprem earthquake,1
311,rehber arkadaşımız ozan koç enkaz altında lütfen bilgilendirir misiniz adıyaman isa otel acil adıyamanafad afadadıyaman afad deprem earthquake,1
312,rehber arkadaşımız ozan koç enkaz altında lütfen bilgilendirir misiniz adıyaman isa otel acil adıyamanafad afadadıyaman afad deprem earthquake,1
313,lütfen duyurur musunuz hatay maşuklu nergis sokak mehmet huddur ve vakfa huddur yaralıdır yardım edebilecek olan varsa hemen yardım etsin lütfen rt yapalım depremoldu deprem hatay afad enkazaltındayım earthquake acil,1
314,adıyaman besni yusufaağa köyü arkadaşım bildirdi gelen giden yokmuş enkaz altında kalan çökmüş elektrik yok şarjları yok insanların lütfen destek verin depremoldu adıyaman afad destek oğuzhanugür earthquake acil hatay malatya nurdağı antakya sondakika,1
315,ekinci mah inönü bulvarı mars sitesi f blok kat daire10 antakya hatay esen temur ve eşi ve bebekleri ile enkaz altındalar acil çok acil yardım bekliyorlar lütfen afaddeprem afad halüklevent deprem earthquake acil antakya hataydeprem,1
316,alnıopüleşitivt kuzenime ve ailesine ulaşamıyoruz lütfen yardım edin hatay alevler mah alan sokak gül apartmanı bina no 12 depremoldu hatay deprem afad malatya enkazaltındayım nurdağı acil earthquake,1
317,arkadaşımın halası lütfen yayın takva ömer cami köşesi bir alt sokağı nur apy kat 4 daire hatay antakya ulaşın lütfen bina yıkıldı halama bir daha ulaşamadık lütfen ulaşın lütfen afad deprem hatay gaziantep kahramanmaraş deprem mersin kayseri mersındeprem earthquake,1
318,akrabalarımızdan haber alamıyoruz adnan abalıoğlu adres general şükrü kanatlı mahallesi gençlik caddesi no5 antakya hatay earthquake deprem depremoldu depremhatay afad halüklevent ahbaphatay,1
319,kuzenime ve ailesine ulaşamıyoruz lütfen yardım edin hatay alevler mah alan sokak gül apartmanı bina no 12 depremoldu hatay deprem afad malatya enkazaltındayım nurdağı acil earthquake,1
320,tekel caddesi calıbaşlar sitesi manolya apt kat 2 hatay antakya odabaşı arkadaşımız göçük altında kalmıştır 4 kişiler acil yardım gönderilmesi gerekiyor fakat afada ulaşamıyoruz lütfen haber yaylım depremoldu deprem hatay enkazaltındayım afad nurdağı antakya earthquake,1
321,who98408150 afadbaşkanlık kışlarsaray mah inönü cad rana apt hatay arkadaşın ailesi enkaz altında kaldı uzun saatlerdir yardım bekleniyor lütfen yayalım afad afaddeprem deprem acil turkey,1
322,kışlarsaray mah inönü cad rana apt hatay arkadaşın ailesi enkaz altında kaldı uzun saatlerdir yardım bekleniyor lütfen yayalım afad afaddeprem deprem acil turkey,1
323,lütfen duyurur musunuz hatay akademi hastanesinde 8 katta cumana yiğit mahsur kalmıştır kendisine ulaşılamıyor lütfen rt yapalım depremoldu deprem hatay sondakika afad enkazaltındayım earthquake,1
324,hala yardım bekleniyor kahramanmaraş türkoğlu pınarhüyük köyü depremoldu earthquake enkazaltındayım nurdağı antakya acil kahramanmaraş afad göçük deprem,1
325,kahramanmaraş ömer halis kız yurdu bodrum katında enkaz altında kalan öğrenciler var acil yardımdepremoldu enkazaltındayım deprem haarp afad turkey,1
326,pınarbaşı mahallesi atalay erdoğan caddesi huzur apartmanı islahiye gaziantep apartman komple yıkıldı acil yardım en kaz altında kalan bir sürü insan var acil retweet yapalım afadgaziantep afad gaziantep hatay deprem depremoldu earthquake turkey,1
327,hatay iskenderun numune mah doktor sadık ahmet caddesi mustafa kemal güngör apt no 979 çok yakın arkadaşım ve ailesi enkaz altında acil yardım edin afad depremoldu hatay iskenderun turkey,1
328,arkadaşımın ailesi göçük altında hala hayattalar lütfen yardım edin general şükrü kanatlı mahallesi cemali caddesi onur apartmanı stadyum karşısı göçük altındalar yardım edin hatayantakya hatay deprem hataydeprem afad acil earthquake iskenderun,1
329,akçagözü mahallesi gaziantepnurdağı ekip lazım insanlar kendi çabalarıyla çıkmaya çalışıyor ölüler var gaziantep deprem afad earthquake acil,1
330,acil yardım gerekli göçük altında çok kişi var atatürk mahallesi 127 nolu cadde ayşe mehmet polat sitesi gaziantepşehitkamil deprem afad acil afadbaşkanlık afadgaziantep depremdairesi earthquake gaziantep emniyetim gantepvaliliği,1
331,açııll lütfen yarım edin general şükrü kanatlı mahallesi nehir apt aşı kenarı hatay arkadaşımız göçük altında ailesi ile beraber lütfen yardım edin haber alamıyoruz hatay afad depremoldu deprem earthquake oğuzhanugür afadbaşkanlık afadhatay,1
332,enkaz altında olanlar var kimseye ulaşamıyoruz acil yardım depremoldu deprem kahramanmaraş afad sondakika sondakika enkaz acil yardım earthquake deprem acil hayrullah mahallesi malik ejder caddesi no28 kaya daire birgül apartman on iki şubat k maraş,1
333,arkadaşımın ailesi göçük altında lütfen yardım edin general şükrü kanatlı mahallesi cemali caddesi onur apartmanı stadyum karşısı göçük altındalar yardım edin hatayantakya hatay afad acil deprem iskenderun earthquake hataydeprem,1
334,yeşilyurt polis amca mahallesi bina enkazda kalınılmış akrabalar 8 yaşındaki çocuk enkaz altında çocuk öldü diyorlar acil acil yardım deprem adıyaman acil afad earthquake,1
